nouns,verbs,adjectives,adverbs,pronouns,conjunctions,other
430,214,77,46,38,202,332
116,42,26,6,0,50,62
127,58,22,15,19,42,79
359,196,88,40,60,175,325
280,143,47,29,20,103,215
65,17,12,5,3,18,36
270,57,32,11,11,46,149
156,106,56,32,34,80,168
243,142,78,26,60,133,221
54,38,14,5,16,21,50
559,306,109,80,65,238,488
261,148,47,50,63,112,232
204,61,46,19,22,93,160
82,57,14,6,32,24,75
265,127,68,25,37,91,197
90,48,21,15,22,39,78
202,104,46,23,14,72,176
296,181,77,25,60,161,274
57,24,12,5,1,16,41
56,16,13,5,3,14,27
196,68,52,14,17,72,125
550,345,117,63,114,261,561
442,208,102,55,61,169,371
369,138,98,22,17,129,315
156,56,26,11,19,47,110
27,13,10,5,3,12,24
333,168,107,66,32,225,309
506,324,149,97,76,258,538
310,160,60,34,39,133,291
424,35,72,2,0,26,244
54,24,9,5,1,19,38
141,64,35,23,21,61,140
409,235,62,50,56,158,333
8,1,2,0,0,4,5
133,62,30,12,14,51,93
21,15,7,10,8,13,18
198,100,47,21,24,68,143
50,35,11,4,15,16,44
205,76,35,26,22,84,165
62,38,18,18,10,37,53
52,18,12,3,2,18,38
295,137,64,21,24,121,193
149,76,48,17,15,51,122
226,102,31,19,21,90,215
248,92,47,17,13,103,200
93,40,16,5,8,38,67
135,87,39,20,32,58,105
391,191,80,33,26,146,310
308,156,60,28,41,143,232
349,148,64,33,38,120,232
179,123,54,15,22,96,173
49,15,4,1,0,14,12
267,179,63,33,50,118,257
394,223,98,48,59,153,321
71,43,18,11,21,32,57
135,50,15,9,15,51,78
339,160,64,30,40,159,277
109,68,23,10,30,54,94
470,268,172,80,51,233,463
607,392,167,82,121,293,604
202,116,50,22,28,95,163
213,116,36,22,47,80,178
51,21,17,5,15,26,35
244,143,93,38,30,136,247
321,200,102,78,69,208,331
12,6,1,3,2,2,8
13,8,5,2,2,5,9
232,114,45,31,41,90,167
130,62,24,11,15,67,99
52,5,7,1,0,6,21
215,118,62,22,32,115,188
208,104,56,28,39,97,167
479,244,117,40,57,195,364
54,34,8,6,15,19,39
369,140,68,17,11,139,262
85,54,13,22,30,46,77
159,79,37,17,30,64,117
48,13,4,5,1,12,22
431,248,83,50,95,215,340
67,40,17,9,14,33,64
197,84,45,16,35,90,146
144,50,26,17,12,32,141
247,131,70,33,57,106,211
230,76,51,9,12,68,147
139,106,39,31,41,70,133
234,135,56,39,40,104,238
201,96,33,18,33,73,164
487,149,74,42,40,159,414
370,188,73,41,49,183,301
472,199,87,39,28,180,387
527,212,126,54,36,216,367
330,120,54,22,22,128,189
542,287,106,76,101,232,389
99,32,10,4,8,23,50
137,59,29,13,10,50,108
394,206,96,72,64,203,335
686,346,122,106,97,307,522
281,128,44,24,23,111,255
308,212,97,43,80,188,329
459,216,143,60,60,203,354
106,61,28,12,9,46,80
117,46,28,6,4,41,73
5,0,0,0,0,0,2
266,125,70,38,45,108,227
655,310,135,68,76,270,459
157,98,41,26,40,76,156
238,174,63,52,70,128,275
84,40,28,5,4,36,96
195,108,39,24,39,82,165
132,15,8,0,0,6,37
424,182,126,25,48,218,338
489,267,111,55,115,264,358
71,37,15,6,14,32,51
359,193,61,35,71,143,235
247,122,74,47,16,132,239
459,204,86,42,49,218,374
77,28,5,5,8,16,33
359,175,81,49,24,167,279
103,55,23,8,10,37,67
158,99,43,36,86,92,171
378,133,47,22,34,136,253
61,43,12,3,6,31,62
195,118,32,26,27,74,153
107,50,29,16,16,51,76
300,128,43,44,38,143,231
32,8,3,4,3,16,22
306,172,64,28,37,150,248
247,128,74,32,45,114,236
271,160,107,49,76,138,294
510,245,114,37,35,205,410
124,57,27,5,8,59,98
226,90,38,14,40,83,168
351,188,76,33,40,166,280
45,12,4,5,1,11,21
98,60,18,15,18,45,116
204,213,76,57,143,168,313
135,62,21,7,13,46,131
465,192,76,29,54,170,312
144,57,31,22,19,63,116
176,83,50,20,13,78,164
112,51,15,7,23,36,64
144,60,32,7,6,52,84
203,81,39,14,21,87,143
155,85,44,12,16,77,135
462,246,84,69,84,180,394
226,93,44,22,19,103,212
472,207,128,48,38,188,384
107,52,15,7,21,51,67
490,227,86,51,53,204,336
19,5,2,1,0,4,13
406,248,144,68,111,214,416
41,29,13,8,5,14,59
193,85,35,30,16,84,170
262,122,58,25,22,105,251
147,62,30,11,22,51,89
488,223,153,57,32,243,404
148,81,32,21,18,76,132
392,180,105,68,62,246,489
230,158,47,39,137,124,236
325,170,60,33,43,132,257
72,36,24,18,10,27,66
299,186,91,40,54,141,313
415,215,104,28,33,155,331
622,356,193,85,149,318,536
18,8,10,3,2,8,20
174,73,28,22,14,74,121
429,189,94,43,47,182,337
189,105,22,9,34,76,155
509,299,81,61,157,217,410
729,420,168,140,182,360,700
165,79,37,31,22,83,150
201,107,34,28,27,67,146
211,86,45,14,14,97,209
318,172,73,39,37,129,221
150,79,28,16,28,79,103
149,78,54,20,19,66,113
486,216,95,21,28,159,315
299,160,67,29,61,124,208
236,99,51,26,21,79,204
5,6,7,2,4,5,4
369,200,102,38,59,162,314
121,54,23,14,20,48,80
63,54,20,6,10,38,87
318,144,66,30,34,142,298
233,94,37,22,28,106,150
248,106,58,30,23,105,221
780,586,203,121,246,354,772
146,49,32,11,3,61,106
714,299,222,88,59,314,479
23,0,0,0,0,0,3
302,143,66,17,17,127,204
254,103,58,12,22,110,218
35,18,2,2,1,18,30
135,79,23,18,29,45,109
144,91,59,34,16,82,142
348,212,87,49,62,204,350
129,13,10,0,0,1,26
32,8,7,1,2,14,12
293,133,66,54,43,122,245
590,205,93,46,99,233,385
224,84,46,9,19,77,127
171,13,23,4,0,3,67
57,27,9,5,13,20,33
231,104,61,24,50,126,201
284,156,59,42,76,115,204
104,48,25,11,11,40,74
8,8,4,2,2,4,11
243,66,49,11,16,79,145
154,90,30,15,43,83,129
143,58,20,11,10,48,102
821,432,199,88,89,397,753
774,520,129,112,273,361,972
287,152,66,30,43,126,267
171,82,27,18,27,64,140
384,240,86,57,44,176,339
1132,646,318,185,276,700,1234
87,64,16,18,34,45,76
45,27,10,6,12,18,41
429,187,132,41,25,200,325
47,15,10,6,1,20,30
331,164,109,35,23,151,307
96,39,19,13,13,56,95
265,102,55,18,28,86,187
526,320,104,70,126,220,500
307,120,56,23,19,115,181
162,70,36,7,9,58,145
470,213,112,33,43,170,318
322,189,103,53,70,179,327
144,68,29,18,13,67,108
126,66,33,16,23,59,102
533,147,57,27,31,138,285
468,203,188,71,27,251,459
157,78,29,13,17,77,163
654,438,142,99,205,285,558
173,123,34,25,22,79,167
418,171,143,45,46,190,332
328,163,49,27,63,148,298
122,46,33,5,6,54,75
46,20,2,1,0,14,23
524,47,113,4,0,37,338
161,40,24,11,8,55,80
187,124,47,30,53,68,163
487,169,84,35,45,174,353
139,66,27,17,15,45,95
127,46,12,10,15,36,75
338,179,84,40,44,133,294
192,72,36,11,27,84,131
167,108,53,41,46,89,179
185,119,57,36,67,109,222
473,265,109,69,50,224,395
52,18,12,1,4,22,37
504,222,129,56,52,236,414
76,33,19,12,14,29,52
417,253,126,64,52,250,380
853,531,186,124,273,422,731
34,14,8,4,1,13,23
200,83,26,12,14,74,138
420,155,98,27,28,178,296
142,70,26,24,18,58,94
160,74,39,25,21,77,120
83,51,16,2,20,36,66
252,96,51,52,25,115,202
869,409,182,83,64,385,671
446,202,105,59,33,217,350
556,324,158,76,101,303,519
117,61,12,7,12,55,96
475,135,61,33,43,193,349
153,20,20,2,0,8,75
113,41,15,7,20,38,83
95,53,21,17,8,40,81
282,155,66,28,27,122,269
66,27,14,8,8,27,57
385,223,93,63,104,171,373
81,42,21,22,15,34,77
672,412,110,80,177,283,615
192,125,40,43,25,101,162
362,214,105,54,25,173,337
98,77,34,31,19,56,138
263,113,57,34,20,111,209
516,313,163,109,84,298,474
74,35,19,11,16,20,56
161,101,46,18,38,90,127
93,29,18,7,10,31,61
49,26,4,9,7,18,34
741,518,249,158,155,451,704
202,69,36,19,8,84,128
113,53,19,9,10,44,67
240,126,56,22,36,93,219
540,291,160,91,112,227,472
13,5,3,2,1,9,10
76,32,18,11,15,45,74
547,235,142,79,49,194,449
266,76,46,16,23,82,112
289,126,96,48,19,140,228
242,120,54,42,33,86,178
108,58,40,15,8,54,105
49,11,10,2,6,7,49
377,223,97,49,75,189,377
14,1,5,1,0,6,11
124,39,23,5,3,42,92
334,128,69,35,40,158,234
455,201,81,37,36,174,275
254,94,54,21,32,109,183
66,7,5,1,2,1,21
300,178,86,52,78,167,317
254,125,88,41,30,118,212
370,226,95,53,63,204,378
224,76,57,14,12,99,152
363,270,95,56,131,151,349
406,203,81,51,66,187,336
337,118,111,36,20,170,243
256,108,44,25,28,99,170
83,34,25,4,14,44,74
233,129,35,25,53,93,183
96,41,24,13,8,41,76
300,34,63,2,1,19,178
148,81,45,10,13,66,88
59,21,13,1,0,23,37
373,154,129,54,23,166,304
25,10,6,3,2,6,21
26,9,5,8,7,7,13
131,51,15,11,9,43,88
134,61,33,21,13,50,114
170,95,35,11,26,62,106
219,105,48,19,20,89,167
205,77,44,17,15,69,131
178,132,74,37,68,133,212
13,5,2,2,1,6,14
98,54,27,17,27,47,71
45,25,6,3,7,20,37
40,17,4,7,8,13,21
113,60,27,10,28,60,74
94,30,20,8,5,43,62
167,80,25,20,20,48,98
281,146,75,25,37,103,273
313,151,64,31,32,141,217
185,152,66,43,34,145,207
483,249,119,58,63,268,418
77,30,17,3,2,31,56
63,20,6,1,3,29,33
383,236,120,53,80,204,392
172,64,21,17,12,60,124
93,34,16,2,10,40,74
133,70,42,10,10,68,100
136,84,44,28,43,69,145
119,61,30,15,25,54,80
236,95,52,11,11,110,150
344,184,90,51,65,162,267
119,45,20,10,11,51,103
206,110,42,14,21,86,170
225,117,61,23,22,104,194
567,241,103,49,68,280,446
147,79,28,13,13,52,103
315,169,83,24,39,134,226
82,34,9,3,7,25,49
185,91,42,14,12,100,155
65,36,21,8,8,38,64
450,248,83,56,72,237,406
98,24,12,6,4,27,33
187,107,38,14,31,56,157
71,29,17,7,3,30,58
1706,898,351,180,320,878,1757
215,81,33,9,13,85,152
100,35,23,12,14,33,62
97,54,22,12,16,48,70
118,79,29,16,42,52,109
214,170,75,44,84,120,241
182,112,50,29,40,94,140
75,38,15,7,19,30,43
168,68,51,29,11,87,158
323,216,87,62,72,193,312
569,246,86,40,60,184,442
247,137,53,20,32,124,186
114,64,17,13,35,49,90
1373,654,461,251,169,745,1275
120,43,13,7,8,36,74
112,47,19,4,6,45,79
183,67,43,13,4,70,106
99,51,20,5,18,40,79
327,140,68,33,44,121,227
125,33,34,6,5,61,106
247,135,58,15,39,105,203
342,140,50,27,85,139,254
155,95,27,22,45,57,134
141,45,27,8,5,55,117
122,49,25,9,16,35,96
132,73,34,15,18,86,129
111,22,30,2,0,9,65
709,416,240,121,110,382,642
370,235,111,70,79,201,339
388,225,76,60,57,190,382
138,67,23,13,16,46,117
490,260,98,63,53,249,557
289,162,100,52,27,154,260
135,115,49,28,56,73,158
146,100,31,31,64,66,120
155,97,30,21,44,60,135
336,155,115,55,31,146,334
390,251,79,70,54,211,372
412,305,122,64,130,188,474
249,128,64,26,41,95,173
272,131,49,34,32,92,207
283,191,87,53,90,127,355
128,44,24,9,16,61,99
54,42,14,11,15,28,47
205,79,45,8,22,91,155
273,108,59,12,24,141,159
105,81,27,36,50,58,116
23,7,4,1,3,2,10
560,224,125,49,52,254,424
364,143,86,38,29,150,283
307,140,100,47,36,143,279
213,105,50,28,38,94,154
145,88,29,31,39,66,99
264,111,50,33,27,103,171
283,132,73,42,14,167,214
454,204,80,52,67,182,379
311,125,110,60,38,155,249
28,24,10,4,7,15,26
80,23,18,4,7,24,53
222,135,72,50,30,125,249
147,63,26,15,32,56,120
548,254,166,85,94,283,438
122,81,28,14,17,55,110
55,30,17,5,10,23,50
232,172,59,39,87,126,284
64,29,15,7,10,23,50
260,105,75,30,38,98,146
353,186,66,38,52,167,315
722,425,218,170,104,376,808
667,314,132,63,44,272,534
321,199,55,47,75,178,269
68,64,22,20,35,34,90
463,255,84,42,71,231,416
662,363,224,139,50,395,652
118,71,26,19,40,46,102
283,155,83,39,32,132,244
551,366,167,87,129,288,602
274,129,81,28,15,101,206
553,265,121,85,96,260,498
338,277,87,79,124,167,398
127,68,22,13,18,68,103
66,21,4,7,7,21,41
62,17,5,3,5,15,29
95,24,17,3,9,32,54
248,88,45,29,41,91,249
325,197,135,51,42,192,266
12,10,4,3,2,7,13
131,106,23,22,22,78,167
352,156,107,18,23,164,282
140,35,33,7,5,46,71
410,180,64,44,41,145,264
588,271,114,66,62,262,484
191,86,33,19,37,90,182
224,116,76,23,13,90,150
210,95,28,14,28,74,146
277,178,66,54,55,140,275
244,95,48,9,12,87,158
1161,636,420,235,142,709,1349
131,60,23,16,3,40,124
1711,1058,452,290,454,910,1648
341,152,58,47,45,141,317
18,6,4,1,1,7,11
102,68,22,4,7,60,98
135,85,18,18,24,59,118
146,68,24,19,12,44,134
163,83,37,20,26,72,112
232,96,55,27,20,91,158
292,164,77,70,42,171,322
390,164,44,37,32,161,253
374,178,75,56,66,150,305
322,225,103,57,54,182,315
277,43,62,2,0,16,95
181,65,37,13,19,70,107
118,76,33,26,30,43,101
92,40,30,4,6,42,60
774,372,162,109,89,350,612
197,112,29,22,40,95,177
34,27,4,3,12,11,21
139,48,13,8,18,50,102
464,237,108,68,61,189,370
172,109,49,38,52,120,166
148,65,37,11,26,66,113
71,20,12,5,6,29,61
74,15,10,2,2,27,32
105,80,28,16,12,43,100
342,133,74,30,42,137,272
411,156,67,24,23,145,304
490,343,99,56,111,238,460
116,27,31,6,2,42,78
192,66,26,11,21,61,136
593,402,154,97,182,296,547
378,207,68,28,65,164,263
162,34,40,0,1,23,65
23,9,3,3,5,7,22
172,105,46,13,11,89,155
249,133,70,37,32,108,213
36,12,15,1,9,14,34
309,116,60,24,23,110,227
93,68,20,15,32,46,90
310,196,119,50,88,202,330
53,23,10,2,6,19,33
109,47,13,8,11,26,62
154,43,21,6,1,45,99
153,149,64,48,87,120,190
1020,403,288,112,100,464,814
184,65,23,17,16,39,124
83,26,24,4,6,25,43
149,92,42,26,25,54,125
75,27,15,12,7,26,49
56,12,4,0,7,22,28
156,71,15,19,7,60,114
1132,525,245,134,182,405,824
455,263,84,67,85,182,355
123,60,46,16,16,65,134
66,31,13,9,9,21,37
522,281,112,69,102,268,483
148,59,17,21,17,63,130
382,207,77,53,74,175,288
99,46,21,5,5,33,89
131,47,32,12,11,54,111
207,153,67,49,62,101,229
147,114,38,20,44,75,155
115,66,41,20,27,54,112
133,64,33,14,11,57,108
180,92,40,16,15,80,129
70,42,14,10,5,30,60
98,74,55,22,20,49,109
510,194,102,42,59,203,313
351,211,96,43,67,172,335
78,40,18,16,12,45,72
104,58,17,12,20,45,83
139,71,56,24,15,57,111
54,22,8,6,6,23,39
230,95,39,22,19,93,170
407,191,105,42,23,175,323
397,187,79,59,76,157,267
612,301,204,88,56,325,557
247,139,53,33,63,114,197
1184,723,285,174,312,644,1061
156,75,26,14,12,57,108
202,106,44,29,34,64,150
278,140,55,34,20,105,252
125,61,24,9,22,60,100
81,48,27,9,10,38,75
86,49,18,15,8,39,87
155,84,33,16,37,53,94
218,115,48,18,35,97,176
94,37,14,12,13,41,82
173,104,35,24,29,77,142
83,48,14,16,12,29,50
498,217,90,56,59,205,425
177,89,36,13,25,79,136
534,268,122,74,75,306,550
485,228,84,49,90,208,405
73,30,12,2,8,29,51
485,227,76,47,41,190,320
1282,696,225,126,217,588,1180
156,92,22,15,31,70,127
271,150,77,47,23,152,269
110,86,22,11,35,45,105
325,152,89,34,33,135,318
116,44,31,9,13,36,67
99,57,23,12,16,45,85
230,126,55,26,49,99,194
394,165,46,29,53,125,296
18,4,1,0,1,6,6
99,38,25,8,3,42,71
268,89,43,23,24,103,187
410,202,105,26,31,201,337
439,203,72,39,49,193,310
207,119,65,25,28,97,159
187,32,88,7,10,98,109
414,229,88,48,101,193,333
396,238,146,77,107,225,445
18,6,3,0,0,6,6
426,176,111,45,37,178,334
113,72,37,20,8,61,106
10,7,4,0,1,7,10
345,118,100,52,34,121,208
60,36,11,8,16,19,63
31,17,5,2,4,12,20
197,86,39,15,22,78,181
315,148,72,27,40,134,285
156,60,21,13,17,55,139
302,128,60,35,30,123,209
298,150,40,28,55,139,228
34,11,3,0,1,10,27
218,154,88,46,56,130,277
207,94,37,21,15,95,154
179,78,34,4,4,67,143
179,89,40,14,14,67,104
221,80,38,14,13,84,196
1572,742,410,207,286,690,1297
417,233,113,69,85,189,343
326,155,85,38,54,139,246
604,317,113,83,113,252,495
683,291,198,37,74,286,572
271,122,46,24,36,105,185
221,97,45,14,21,94,165
193,87,35,24,30,83,174
503,244,88,51,62,211,391
70,32,13,7,17,31,48
524,242,112,57,72,224,475
445,203,88,41,41,193,323
185,73,51,21,15,81,195
408,193,102,45,45,166,326
102,53,27,1,11,44,107
196,68,50,18,12,73,158
530,300,104,61,116,246,368
172,69,40,16,10,81,131
163,79,32,16,31,83,140
655,378,151,63,95,328,636
154,86,17,10,39,69,121
243,127,78,42,37,129,227
447,218,68,34,74,192,300
549,251,111,73,67,262,474
708,255,105,54,52,287,512
6,0,0,0,0,0,2
168,75,38,13,19,68,149
238,97,53,33,19,90,167
484,170,108,27,32,213,339
109,57,14,11,17,43,91
32,20,4,1,9,16,19
200,103,95,35,11,95,215
563,216,122,61,55,233,439
25,6,2,0,3,6,8
429,205,96,43,50,196,300
287,186,71,64,60,140,336
295,105,52,30,28,114,225
152,92,40,14,45,71,141
101,46,12,6,8,31,70
1490,810,276,212,233,654,1385
54,28,15,12,5,22,55
84,39,14,10,3,34,84
102,37,16,8,11,39,82
499,222,123,66,71,199,405
224,99,52,14,9,73,168
54,21,9,6,7,19,29
629,253,98,53,62,251,432
381,201,99,62,68,188,368
600,558,167,138,374,358,743
318,154,71,21,35,126,224
253,150,57,35,53,120,276
59,40,20,5,13,26,40
58,53,14,19,24,32,67
485,294,118,74,94,213,417
178,64,45,14,3,76,104
212,93,36,18,31,89,158
894,419,173,102,186,399,819
82,39,19,11,7,32,76
425,207,82,55,62,201,380
43,24,9,1,9,20,28
272,130,63,33,39,125,210
335,159,74,29,26,148,264
293,123,52,23,32,111,211
105,6,7,0,0,0,29
76,33,19,12,14,29,52
305,278,120,72,161,217,350
775,530,296,194,185,547,875
45,27,14,8,5,16,33
28,24,17,6,12,22,34
87,42,7,6,10,32,67
202,115,39,42,33,90,201
162,82,25,13,13,72,138
22,3,5,2,0,2,14
74,29,23,10,2,27,80
157,60,37,16,12,49,111
325,13,18,0,0,0,71
155,54,39,16,21,65,126
471,222,111,42,46,196,327
390,253,95,51,65,220,361
601,297,83,48,80,213,337
181,95,48,43,57,93,146
203,149,38,32,71,104,194
141,42,24,5,10,43,85
337,164,88,48,46,179,311
499,293,132,73,49,219,467
53,28,10,3,3,16,41
90,56,24,6,16,57,99
57,42,13,4,11,28,51
53,22,11,13,5,16,26
553,207,107,51,45,198,416
476,239,104,76,103,257,435
77,29,13,7,3,23,49
142,73,55,27,12,65,117
192,62,47,19,21,56,148
100,73,36,10,22,52,112
214,74,44,9,37,49,163
196,148,46,36,71,106,195
141,76,19,17,19,55,110
6,2,1,0,0,3,0
225,111,53,22,13,111,179
410,213,74,33,34,194,322
565,17,34,0,0,2,113
297,154,68,29,36,148,267
196,82,28,17,25,79,113
528,216,89,42,38,212,360
410,134,83,48,27,189,307
187,65,53,19,3,84,128
82,36,17,8,13,33,52
126,68,42,18,10,48,114
123,93,36,25,19,69,133
176,59,18,11,10,48,111
319,144,84,31,20,144,290
391,196,59,26,34,172,335
300,202,64,48,52,175,305
517,272,117,69,62,256,490
243,101,43,27,28,98,182
97,49,22,13,20,37,76
40,28,9,7,8,16,42
228,38,34,2,2,11,91
125,60,33,17,11,68,119
342,139,46,31,63,151,241
176,70,23,8,10,71,132
404,184,144,44,34,224,283
433,219,118,50,20,217,376
66,29,18,4,10,30,42
479,199,97,73,80,194,340
316,123,84,43,37,139,266
486,240,128,55,84,212,358
432,238,102,66,64,199,433
444,215,86,51,31,195,345
119,43,18,6,9,39,64
190,87,32,9,14,74,131
687,340,137,52,79,272,562
121,51,25,10,5,43,94
10,4,4,1,0,6,7
2298,1383,747,455,570,1284,2784
159,52,23,9,14,44,96
501,214,74,57,76,193,362
145,54,30,9,13,48,86
193,77,28,13,36,76,126
281,136,80,14,21,119,197
424,230,84,55,64,209,372
277,177,59,28,72,106,239
270,171,80,46,77,122,329
279,216,58,37,110,147,280
322,187,101,57,55,165,368
289,122,43,26,10,102,202
162,52,26,11,12,46,93
28,23,5,3,7,18,39
475,241,85,41,55,166,364
121,60,39,27,11,69,108
194,72,31,14,20,97,149
314,151,99,39,19,156,242
80,44,17,4,15,37,81
25,13,7,1,2,11,16
396,231,78,45,70,182,474
343,148,58,47,47,134,231
150,91,25,23,38,73,149
479,280,126,68,80,214,397
650,298,184,119,73,284,526
74,30,12,9,12,26,51
310,155,61,42,40,134,223
333,185,61,40,61,174,302
550,238,102,51,46,224,380
13,6,2,0,0,5,8
95,53,40,7,18,45,63
111,55,30,11,9,44,84
279,188,44,35,77,134,298
130,11,24,1,0,11,97
221,97,57,17,30,86,147
106,78,36,18,47,49,118
415,168,78,41,63,211,332
285,92,64,26,14,127,198
113,59,25,15,11,48,82
43,15,10,0,5,21,30
421,203,142,56,47,217,315
138,67,25,17,26,65,110
29,17,12,6,3,17,29
175,102,23,14,26,76,139
296,106,48,17,18,114,203
326,165,99,32,24,142,242
55,37,18,4,17,32,45
161,50,35,13,7,56,109
259,141,72,23,10,101,213
582,262,134,47,57,234,456
193,110,49,23,39,78,141
65,31,14,4,9,24,42
83,44,17,5,9,24,30
327,197,72,55,60,175,244
383,140,61,21,21,135,251
288,135,50,26,26,116,213
235,125,42,18,29,108,235
242,120,38,25,39,91,226
468,183,88,48,57,178,355
145,12,14,5,2,28,66
172,52,29,7,10,60,101
57,25,12,7,13,15,44
92,33,12,10,2,37,71
100,83,27,13,26,46,81
160,74,29,13,25,72,105
545,233,197,79,53,278,408
115,66,41,20,27,54,112
306,154,67,24,34,143,266
449,200,94,25,30,180,320
725,327,204,75,111,357,671
105,67,29,29,25,58,101
157,91,51,10,15,78,128
305,130,74,25,28,137,259
69,63,30,19,24,36,59
254,151,49,35,44,116,242
12,4,5,0,0,6,9
385,12,21,0,0,0,111
31,6,3,1,2,2,16
195,95,35,28,45,86,175
1465,896,305,176,387,537,1220
130,51,25,10,10,34,77
140,52,32,6,12,44,108
229,144,58,41,20,121,219
498,200,107,40,53,209,348
11,6,1,3,2,2,10
403,232,91,67,70,193,346
418,233,100,55,44,193,388
754,85,135,8,17,27,452
241,100,30,12,35,90,146
403,178,68,45,34,193,306
116,46,29,7,5,45,74
627,344,110,89,149,297,455
1444,583,429,152,198,726,1451
530,255,140,86,59,270,496
115,66,41,20,27,54,112
457,256,76,44,98,189,437
126,69,18,17,11,61,89
270,115,53,27,52,110,186
185,103,32,17,58,78,168
103,46,16,11,17,47,99
485,211,93,46,71,196,406
358,200,90,58,54,217,375
159,73,28,13,21,52,87
166,7,8,0,0,1,22
177,47,19,9,16,69,112
389,244,90,65,61,211,400
129,9,18,2,0,11,104
183,71,31,11,22,48,124
80,24,11,1,4,31,60
426,217,116,49,39,217,351
340,184,70,50,55,153,267
109,39,16,2,8,31,65
252,89,59,14,7,94,183
399,174,166,57,30,231,316
74,32,20,14,9,36,42
296,265,97,58,149,157,349
226,100,51,16,13,98,176
141,54,21,10,10,48,88
675,354,131,103,126,292,607
180,49,21,5,12,53,140
164,108,32,22,44,67,148
420,236,109,51,104,186,363
234,110,59,25,39,118,274
465,213,124,65,54,235,388
369,180,69,32,41,162,255
142,51,20,9,12,45,158
139,45,26,5,7,47,67
62,34,14,3,20,22,44
122,60,29,8,2,69,109
11,3,4,3,0,5,9
172,79,38,20,27,64,131
91,71,26,18,26,39,90
121,67,19,22,22,58,104
56,24,3,1,6,21,35
17,11,5,3,4,6,11
152,95,50,15,18,63,159
231,117,64,31,45,121,227
104,70,43,14,7,65,133
52,36,8,11,13,20,43
161,66,40,26,26,71,126
130,45,32,17,11,56,93
129,96,28,19,31,65,158
346,240,92,49,47,162,359
445,195,83,36,40,170,337
131,97,46,32,27,72,134
350,167,75,64,62,153,330
14,9,7,0,5,7,22
441,246,93,51,84,181,323
181,78,19,8,20,63,133
400,168,71,31,56,187,325
246,135,46,30,25,100,231
752,84,143,0,0,42,307
195,96,37,27,27,87,142
230,150,40,25,44,116,223
112,45,18,10,3,38,89
212,100,45,37,40,97,132
324,179,91,53,48,187,276
590,239,120,36,52,230,394
145,74,16,10,5,51,114
434,277,74,52,84,199,344
188,94,31,21,30,86,114
98,42,16,11,7,42,77
57,39,16,12,7,23,65
433,206,66,37,68,184,297
390,219,119,37,37,180,337
189,80,34,15,34,67,144
412,260,81,65,83,235,470
275,138,53,35,18,122,193
90,78,26,15,36,42,76
437,221,90,50,55,197,312
290,148,113,46,19,137,224
92,62,10,4,30,42,63
265,126,48,13,12,116,192
66,25,6,6,1,24,33
8,3,4,1,1,3,5
61,40,15,16,7,28,57
76,18,12,7,7,15,29
24,13,1,3,4,14,30
521,317,86,65,99,228,503
43,19,6,6,7,18,20
123,66,20,7,19,42,82
21,18,1,6,6,6,20
282,141,77,42,41,132,236
20,3,3,0,0,4,8
12,4,3,0,0,5,12
304,155,69,37,44,138,241
37,19,4,1,1,18,27
322,147,96,39,32,160,272
1093,500,297,86,150,522,843
158,108,70,20,40,78,138
61,39,13,8,23,23,45
203,122,46,33,15,113,204
569,264,125,55,48,207,454
415,154,146,54,20,201,288
172,100,42,32,29,81,167
895,451,221,84,58,378,641
54,32,18,9,4,31,57
273,19,27,0,0,5,92
374,96,42,16,23,126,242
218,95,65,21,22,94,151
63,17,8,5,10,21,30
236,104,76,28,33,121,183
251,126,37,29,42,94,169
148,92,23,24,36,55,131
32,13,5,12,11,13,22
363,180,69,33,62,161,273
138,54,32,14,8,74,141
300,137,61,44,48,135,256
297,189,66,39,55,121,275
537,304,200,116,89,315,481
801,527,140,115,264,416,717
47,50,15,17,13,28,72
295,201,65,36,53,157,278
381,199,93,48,51,172,294
185,112,43,24,44,74,148
59,47,18,14,17,31,43
439,43,80,1,0,35,148
107,41,19,5,10,47,66
739,351,276,142,93,432,744
249,109,56,20,11,107,197
458,254,131,70,105,254,466
223,107,58,20,12,113,235
9,10,1,4,5,5,10
190,82,30,19,22,86,151
981,426,190,82,76,399,749
96,50,29,9,7,53,80
573,260,168,100,49,265,504
188,113,62,36,41,95,207
276,157,51,33,53,140,241
